country_code,country_name,year,"Population, total",Population growth (annual %),Urban population (% of total),GDP (current US$)
MYS,Malaysia,2009,28124778.0,,,
MYS,Malaysia,2010,28655776.0,,,
MYS,Malaysia,2011,29162039.0,,,
MYS,Malaysia,2012,29662831.0,,,
MYS,Malaysia,2013,30174265.0,,,
MYS,Malaysia,2014,30696137.0,,,
MYS,Malaysia,2015,31232798.0,,,
MYS,Malaysia,2016,31789685.0,,,
MYS,Malaysia,2017,32355644.0,,,
MYS,Malaysia,2018,32910967.0,,,
MYS,Malaysia,2019,33440596.0,,,
MYS,Malaysia,2020,33889558.0,,,
MYS,Malaysia,2021,34282399.0,,,
MYS,Malaysia,2022,34695493.0,,,
MYS,Malaysia,2023,35126298.0,,,
,,2024,35126298.0,,,
,,2025,35126298.0,,,
,,2026,35126298.0,,,
,,2027,35126298.0,,,
,,2028,35126298.0,,,
,,2029,35126298.0,,,
,,2030,35126298.0,,,
,,2031,35126298.0,,,
,,2032,35126298.0,,,
,,2033,35126298.0,,,
,,2034,35126298.0,,,
,,2035,35126298.0,,,
PHL,Philippines,2000,79625397.0,,,
PHL,Philippines,2001,81401488.0,,,
PHL,Philippines,2002,83068889.0,,,
PHL,Philippines,2003,84731835.0,,,
PHL,Philippines,2004,86394504.0,,,
PHL,Philippines,2005,88015962.0,,,
PHL,Philippines,2006,89508986.0,,,
PHL,Philippines,2007,91075184.0,,,
PHL,Philippines,2008,92699095.0,,,
PHL,Philippines,2009,94384250.0,,,
PHL,Philippines,2010,96337125.0,,,
PHL,Philippines,2011,98248614.0,,,
PHL,Philippines,2012,100175512.0,,,
PHL,Philippines,2013,102076336.0,,,
PHL,Philippines,2014,103767130.0,,,
PHL,Philippines,2015,105312992.0,,,
PHL,Philippines,2016,106735719.0,,,
PHL,Philippines,2017,108119693.0,,,
PHL,Philippines,2018,109465287.0,,,
PHL,Philippines,2019,110804683.0,,,
PHL,Philippines,2020,112081264.0,,,
PHL,Philippines,2021,113100950.0,,,
PHL,Philippines,2022,113964338.0,,,
PHL,Philippines,2023,114891199.0,,,
,,2024,114891199.0,,,
,,2025,114891199.0,,,
,,2026,114891199.0,,,
,,2027,114891199.0,,,
,,2028,114891199.0,,,
,,2029,114891199.0,,,
,,2030,114891199.0,,,
,,2031,114891199.0,,,
,,2032,114891199.0,,,
,,2033,114891199.0,,,
,,2034,114891199.0,,,
,,2035,114891199.0,,,
SGP,Singapore,2000,4027887.0,,,
SGP,Singapore,2001,4138012.0,,,
SGP,Singapore,2002,4175950.0,,,
SGP,Singapore,2003,4114826.0,,,
SGP,Singapore,2004,4166664.0,,,
SGP,Singapore,2005,4265762.0,,,
SGP,Singapore,2006,4401365.0,,,
SGP,Singapore,2007,4588599.0,,,
SGP,Singapore,2008,4839396.0,,,
SGP,Singapore,2009,4987573.0,,,
SGP,Singapore,2010,5076732.0,,,
SGP,Singapore,2011,5183688.0,,,
SGP,Singapore,2012,5312437.0,,,
SGP,Singapore,2013,5399162.0,,,
SGP,Singapore,2014,5469724.0,,,
SGP,Singapore,2015,5535002.0,,,
SGP,Singapore,2016,5607283.0,,,
SGP,Singapore,2017,5612253.0,,,
SGP,Singapore,2018,5638676.0,,,
SGP,Singapore,2019,5703569.0,,,
SGP,Singapore,2020,5685807.0,,,
SGP,Singapore,2021,5453566.0,,,
SGP,Singapore,2022,5637022.0,,,
SGP,Singapore,2023,5917648.0,,,
,,2024,5917648.0,,,
,,2025,5917648.0,,,
,,2026,5917648.0,,,
,,2027,5917648.0,,,
,,2028,5917648.0,,,
,,2029,5917648.0,,,
,,2030,5917648.0,,,
,,2031,5917648.0,,,
,,2032,5917648.0,,,
,,2033,5917648.0,,,
,,2034,5917648.0,,,
,,2035,5917648.0,,,
THA,Thailand,2000,63007815.0,,,
THA,Thailand,2001,63651141.0,,,
THA,Thailand,2002,64266437.0,,,
THA,Thailand,2003,64868166.0,,,
THA,Thailand,2004,65452047.0,,,
THA,Thailand,2005,66017420.0,,,
THA,Thailand,2006,66567687.0,,,
THA,Thailand,2007,67102394.0,,,
THA,Thailand,2008,67619830.0,,,
THA,Thailand,2009,68121080.0,,,
THA,Thailand,2010,68579447.0,,,
THA,Thailand,2011,69007208.0,,,
THA,Thailand,2012,69436098.0,,,
THA,Thailand,2013,69845114.0,,,
THA,Thailand,2014,70216367.0,,,
THA,Thailand,2015,70540795.0,,,
THA,Thailand,2016,70859841.0,,,
THA,Thailand,2017,71160187.0,,,
THA,Thailand,2018,71376079.0,,,
THA,Thailand,2019,71522271.0,,,
THA,Thailand,2020,71641484.0,,,
THA,Thailand,2021,71727332.0,,,
THA,Thailand,2022,71735329.0,,,
THA,Thailand,2023,71702435.0,,,
,,2024,71702435.0,,,
,,2025,71702435.0,,,
,,2026,71702435.0,,,
,,2027,71702435.0,,,
,,2028,71702435.0,,,
,,2029,71702435.0,,,
,,2030,71702435.0,,,
,,2031,71702435.0,,,
,,2032,71702435.0,,,
,,2033,71702435.0,,,
,,2034,71702435.0,,,
,,2035,71702435.0,,,
VNM,Vietnam,2000,77154011.0,,,
VNM,Vietnam,2001,77969361.0,,,
VNM,Vietnam,2002,78772224.0,,,
VNM,Vietnam,2003,79563777.0,,,
VNM,Vietnam,2004,80338971.0,,,
VNM,Vietnam,2005,81088313.0,,,
VNM,Vietnam,2006,82167897.0,,,
VNM,Vietnam,2007,83633375.0,,,
VNM,Vietnam,2008,85175788.0,,,
VNM,Vietnam,2009,86460018.0,,,
VNM,Vietnam,2010,87455152.0,,,
VNM,Vietnam,2011,88468314.0,,,
VNM,Vietnam,2012,89510356.0,,,
VNM,Vietnam,2013,90573104.0,,,
VNM,Vietnam,2014,91679578.0,,,
VNM,Vietnam,2015,92823254.0,,,
VNM,Vietnam,2016,94000117.0,,,
VNM,Vietnam,2017,95176977.0,,,
VNM,Vietnam,2018,96237319.0,,,
VNM,Vietnam,2019,97173776.0,,,
VNM,Vietnam,2020,98079191.0,,,
VNM,Vietnam,2021,98935098.0,,,
VNM,Vietnam,2022,99680655.0,,,
VNM,Vietnam,2023,100352192.0,,,
,,2024,100352192.0,,,
,,2025,100352192.0,,,
,,2026,100352192.0,,,
,,2027,100352192.0,,,
,,2028,100352192.0,,,
,,2029,100352192.0,,,
,,2030,100352192.0,,,
,,2031,100352192.0,,,
,,2032,100352192.0,,,
,,2033,100352192.0,,,
,,2034,100352192.0,,,
,,2035,100352192.0,,,
BRN,Brunei Darussalam,2000,,2.17184750364769,,
BRN,Brunei Darussalam,2001,,2.09808399029796,,
BRN,Brunei Darussalam,2002,,2.00587619956124,,
BRN,Brunei Darussalam,2003,,1.90413711851639,,
BRN,Brunei Darussalam,2004,,1.79377776163247,,
BRN,Brunei Darussalam,2005,,1.68724773243682,,
BRN,Brunei Darussalam,2006,,1.58852615956489,,
BRN,Brunei Darussalam,2007,,1.68860465252749,,
BRN,Brunei Darussalam,2008,,1.84867406299599,,
BRN,Brunei Darussalam,2009,,1.87722246166003,,
BRN,Brunei Darussalam,2010,,1.89897689252094,,
BRN,Brunei Darussalam,2011,,1.78274591747739,,
BRN,Brunei Darussalam,2012,,1.53255515873327,,
BRN,Brunei Darussalam,2013,,1.38231470645459,,
BRN,Brunei Darussalam,2014,,1.34019436885468,,
BRN,Brunei Darussalam,2015,,1.30210359279592,,
BRN,Brunei Darussalam,2016,,1.25964272152269,,
BRN,Brunei Darussalam,2017,,1.2107045656128,,
BRN,Brunei Darussalam,2018,,1.15739958778106,,
BRN,Brunei Darussalam,2019,,1.10621350885567,,
BRN,Brunei Darussalam,2020,,1.06148281648515,,
BRN,Brunei Darussalam,2021,,0.96027430523198,,
BRN,Brunei Darussalam,2022,,0.804554269312164,,
BRN,Brunei Darussalam,2023,,0.782881746925984,,
,,2024,,0.782881746925984,,
,,2025,,0.782881746925984,,
,,2026,,0.782881746925984,,
,,2027,,0.782881746925984,,
,,2028,,0.782881746925984,,
,,2029,,0.782881746925984,,
,,2030,,0.782881746925984,,
,,2031,,0.782881746925984,,
,,2032,,0.782881746925984,,
,,2033,,0.782881746925984,,
,,2034,,0.782881746925984,,
,,2035,,0.782881746925984,,
IDN,Indonesia,2000,,1.43244007763682,,
IDN,Indonesia,2001,,1.38801892806803,,
IDN,Indonesia,2002,,1.35572575488289,,
IDN,Indonesia,2003,,1.32378197652859,,
IDN,Indonesia,2004,,1.27101139474106,,
IDN,Indonesia,2005,,1.28380661170743,,
IDN,Indonesia,2006,,1.32525502272966,,
IDN,Indonesia,2007,,1.32086532413059,,
IDN,Indonesia,2008,,1.29735043016571,,
IDN,Indonesia,2009,,1.26698625068088,,
IDN,Indonesia,2010,,1.26054140134601,,
IDN,Indonesia,2011,,1.27668830646548,,
IDN,Indonesia,2012,,1.28583816632167,,
IDN,Indonesia,2013,,1.24038001568984,,
IDN,Indonesia,2014,,1.17536091203837,,
IDN,Indonesia,2015,,1.12233981761262,,
IDN,Indonesia,2016,,1.0744882002252,,
IDN,Indonesia,2017,,1.02232939771064,,
IDN,Indonesia,2018,,0.969743409524713,,
IDN,Indonesia,2019,,0.935604959235128,,
IDN,Indonesia,2020,,0.849801187379341,,
IDN,Indonesia,2021,,0.704601321926319,,
IDN,Indonesia,2022,,0.746050469653246,,
IDN,Indonesia,2023,,0.842666137328498,,
,,2024,,0.842666137328498,,
,,2025,,0.842666137328498,,
,,2026,,0.842666137328498,,
,,2027,,0.842666137328498,,
,,2028,,0.842666137328498,,
,,2029,,0.842666137328498,,
,,2030,,0.842666137328498,,
,,2031,,0.842666137328498,,
,,2032,,0.842666137328498,,
,,2033,,0.842666137328498,,
,,2034,,0.842666137328498,,
,,2035,,0.842666137328498,,
KHM,Cambodia,2000,,1.59016992993238,,
KHM,Cambodia,2001,,1.56166865874357,,
KHM,Cambodia,2002,,1.54239258007881,,
KHM,Cambodia,2003,,1.5110719151833,,
KHM,Cambodia,2004,,1.47375057040259,,
KHM,Cambodia,2005,,1.4576145365221,,
KHM,Cambodia,2006,,1.47594305468246,,
KHM,Cambodia,2007,,1.47554433066197,,
KHM,Cambodia,2008,,1.51791486007376,,
KHM,Cambodia,2009,,1.57665618141569,,
KHM,Cambodia,2010,,1.55621745380597,,
KHM,Cambodia,2011,,1.51839242344005,,
KHM,Cambodia,2012,,1.49998418675996,,
KHM,Cambodia,2013,,1.49510212980529,,
KHM,Cambodia,2014,,1.4824372519955,,
KHM,Cambodia,2015,,1.46023762985186,,
KHM,Cambodia,2016,,1.45860767566845,,
KHM,Cambodia,2017,,1.38176596089867,,
KHM,Cambodia,2018,,1.24368277407927,,
KHM,Cambodia,2019,,1.26258301009769,,
KHM,Cambodia,2020,,1.47062988552696,,
KHM,Cambodia,2021,,1.47677836241244,,
KHM,Cambodia,2022,,1.33088813106016,,
KHM,Cambodia,2023,,1.28320677599476,,
,,2024,,1.28320677599476,,
,,2025,,1.28320677599476,,
,,2026,,1.28320677599476,,
,,2027,,1.28320677599476,,
,,2028,,1.28320677599476,,
,,2029,,1.28320677599476,,
,,2030,,1.28320677599476,,
,,2031,,1.28320677599476,,
,,2032,,1.28320677599476,,
,,2033,,1.28320677599476,,
,,2034,,1.28320677599476,,
,,2035,,1.28320677599476,,
LAO,Lao PDR,2000,,1.67898547843134,,
LAO,Lao PDR,2001,,1.64839890567014,,
LAO,Lao PDR,2002,,1.60628714871708,,
LAO,Lao PDR,2003,,1.53964095162728,,
LAO,Lao PDR,2004,,1.45793744820894,,
LAO,Lao PDR,2005,,1.50884118892528,,
LAO,Lao PDR,2006,,1.58338798520366,,
LAO,Lao PDR,2007,,1.54812352499039,,
LAO,Lao PDR,2008,,1.5195940495706,,
LAO,Lao PDR,2009,,1.49588633029834,,
LAO,Lao PDR,2010,,1.47192872108695,,
LAO,Lao PDR,2011,,1.44814949802327,,
LAO,Lao PDR,2012,,1.42735442034268,,
LAO,Lao PDR,2013,,1.40755477426746,,
LAO,Lao PDR,2014,,1.37876842701215,,
LAO,Lao PDR,2015,,1.45836474920589,,
LAO,Lao PDR,2016,,1.56317561333482,,
LAO,Lao PDR,2017,,1.57029722559747,,
LAO,Lao PDR,2018,,1.55377801997365,,
LAO,Lao PDR,2019,,1.52576304616693,,
LAO,Lao PDR,2020,,1.49338675171473,,
LAO,Lao PDR,2021,,1.44141640887407,,
LAO,Lao PDR,2022,,1.40971670105791,,
LAO,Lao PDR,2023,,1.39237667233214,,
,,2024,,1.39237667233214,,
,,2025,,1.39237667233214,,
,,2026,,1.39237667233214,,
,,2027,,1.39237667233214,,
,,2028,,1.39237667233214,,
,,2029,,1.39237667233214,,
,,2030,,1.39237667233214,,
,,2031,,1.39237667233214,,
,,2032,,1.39237667233214,,
,,2033,,1.39237667233214,,
,,2034,,1.39237667233214,,
,,2035,,1.39237667233214,,
MMR,Myanmar,2000,,1.11707426022512,,
MMR,Myanmar,2001,,1.05489130356671,,
MMR,Myanmar,2002,,1.00325836797547,,
MMR,Myanmar,2003,,0.93550676889734,,
MMR,Myanmar,2004,,0.856837524813252,,
MMR,Myanmar,2005,,0.78215232398828,,
MMR,Myanmar,2006,,0.728331835978341,,
MMR,Myanmar,2007,,0.708807824555326,,
MMR,Myanmar,2008,,0.550688224031359,,
MMR,Myanmar,2009,,0.555720175554536,,
MMR,Myanmar,2010,,0.745099607969388,,
MMR,Myanmar,2011,,0.803379211413432,,
MMR,Myanmar,2012,,0.841507088171189,,
MMR,Myanmar,2013,,0.849578652965248,,
MMR,Myanmar,2014,,0.830118073348831,,
MMR,Myanmar,2015,,0.800670952631538,,
MMR,Myanmar,2016,,0.792792538685626,,
MMR,Myanmar,2017,,0.772302033467657,,
MMR,Myanmar,2018,,0.72443284342539,,
MMR,Myanmar,2019,,0.702425162747352,,
MMR,Myanmar,2020,,0.711376906349628,,
MMR,Myanmar,2021,,0.696558038955431,,
MMR,Myanmar,2022,,0.690074759264932,,
MMR,Myanmar,2023,,0.698879396261223,,
,,2024,,0.698879396261223,,
,,2025,,0.698879396261223,,
,,2026,,0.698879396261223,,
,,2027,,0.698879396261223,,
,,2028,,0.698879396261223,,
,,2029,,0.698879396261223,,
,,2030,,0.698879396261223,,
,,2031,,0.698879396261223,,
,,2032,,0.698879396261223,,
,,2033,,0.698879396261223,,
,,2034,,0.698879396261223,,
,,2035,,0.698879396261223,,
MYS,Malaysia,2000,,2.34480241175698,,
MYS,Malaysia,2001,,2.40351289519482,,
MYS,Malaysia,2002,,2.41855547054066,,
MYS,Malaysia,2003,,2.36624571909165,,
MYS,Malaysia,2004,,2.31172452935085,,
MYS,Malaysia,2005,,2.26772984873607,,
MYS,Malaysia,2006,,2.22705351047756,,
MYS,Malaysia,2007,,2.17350461828888,,
MYS,Malaysia,2008,,2.09531674831339,,
MYS,Malaysia,2009,,1.99206021194285,,
MYS,Malaysia,2010,,1.87040612656176,,
MYS,Malaysia,2011,,1.75128008243176,,
MYS,Malaysia,2012,,1.70269513202166,,
MYS,Malaysia,2013,,1.70946282045073,,
MYS,Malaysia,2014,,1.7147407282165,,
MYS,Malaysia,2015,,1.73319445645586,,
MYS,Malaysia,2016,,1.76731054757933,,
MYS,Malaysia,2017,,1.76466064017847,,
MYS,Malaysia,2018,,1.70174731907235,,
MYS,Malaysia,2019,,1.59646653343981,,
MYS,Malaysia,2020,,1.33363323143911,,
MYS,Malaysia,2021,,1.15251304394292,,
MYS,Malaysia,2022,,1.1977720012836,,
MYS,Malaysia,2023,,1.23402869169549,,
,,2024,,1.23402869169549,,
,,2025,,1.23402869169549,,
,,2026,,1.23402869169549,,
,,2027,,1.23402869169549,,
,,2028,,1.23402869169549,,
,,2029,,1.23402869169549,,
,,2030,,1.23402869169549,,
,,2031,,1.23402869169549,,
,,2032,,1.23402869169549,,
,,2033,,1.23402869169549,,
,,2034,,1.23402869169549,,
,,2035,,1.23402869169549,,
PHL,Philippines,2000,,2.37926588939747,,
PHL,Philippines,2001,,2.20604531885261,,
PHL,Philippines,2002,,2.02766985591781,,
PHL,Philippines,2003,,1.98211355051959,,
PHL,Philippines,2004,,1.94326756715565,,
PHL,Philippines,2005,,1.85941217176991,,
PHL,Philippines,2006,,1.68208380821541,,
PHL,Philippines,2007,,1.73463407300361,,
PHL,Philippines,2008,,1.76733466433421,,
PHL,Philippines,2009,,1.801550616238,,
PHL,Philippines,2010,,2.04795425200975,,
PHL,Philippines,2011,,1.96473852483036,,
PHL,Philippines,2012,,1.94226237851608,,
PHL,Philippines,2013,,1.87971579705684,,
PHL,Philippines,2014,,1.64283283802775,,
PHL,Philippines,2015,,1.47875384302116,,
PHL,Philippines,2016,,1.34190709540685,,
PHL,Philippines,2017,,1.28830186666283,,
PHL,Philippines,2018,,1.23686033319068,,
PHL,Philippines,2019,,1.21615534645287,,
PHL,Philippines,2020,,1.1455140860985,,
PHL,Philippines,2021,,0.905660310915421,,
PHL,Philippines,2022,,0.760479216015364,,
PHL,Philippines,2023,,0.810000998681961,,
,,2024,,0.810000998681961,,
,,2025,,0.810000998681961,,
,,2026,,0.810000998681961,,
,,2027,,0.810000998681961,,
,,2028,,0.810000998681961,,
,,2029,,0.810000998681961,,
,,2030,,0.810000998681961,,
,,2031,,0.810000998681961,,
,,2032,,0.810000998681961,,
,,2033,,0.810000998681961,,
,,2034,,0.810000998681961,,
,,2035,,0.810000998681961,,
SGP,Singapore,2000,,1.73204223254257,,
SGP,Singapore,2001,,2.69735584326358,,
SGP,Singapore,2002,,0.912639805776796,,
SGP,Singapore,2003,,-1.47453284191939,,
SGP,Singapore,2004,,1.2519166730553,,
SGP,Singapore,2005,,2.35051128857175,,
SGP,Singapore,2006,,3.1293891560754,,
SGP,Singapore,2007,,4.16600286360933,,
SGP,Singapore,2008,,5.32151708302623,,
SGP,Singapore,2009,,3.0159499147579,,
SGP,Singapore,2010,,1.77183287926401,,
SGP,Singapore,2011,,2.08490245606007,,
SGP,Singapore,2012,,2.45339033031018,,
SGP,Singapore,2013,,1.61930809858875,,
SGP,Singapore,2014,,1.29844017799226,,
SGP,Singapore,2015,,1.18637693749822,,
SGP,Singapore,2016,,1.29743609938602,,
SGP,Singapore,2017,,0.0885954699924263,,
SGP,Singapore,2018,,0.469704298714121,,
SGP,Singapore,2019,,1.14428330688929,,
SGP,Singapore,2020,,-0.311904961250833,,
SGP,Singapore,2021,,-4.17033630017526,,
SGP,Singapore,2022,,3.30862052439523,,
SGP,Singapore,2023,,4.85831607781442,,
,,2024,,4.85831607781442,,
,,2025,,4.85831607781442,,
,,2026,,4.85831607781442,,
,,2027,,4.85831607781442,,
,,2028,,4.85831607781442,,
,,2029,,4.85831607781442,,
,,2030,,4.85831607781442,,
,,2031,,4.85831607781442,,
,,2032,,4.85831607781442,,
,,2033,,4.85831607781442,,
,,2034,,4.85831607781442,,
,,2035,,4.85831607781442,,
THA,Thailand,2000,,1.13127017975852,,
THA,Thailand,2001,,1.01584846841136,,
THA,Thailand,2002,,0.962026884907362,,
THA,Thailand,2003,,0.931947504633534,,
THA,Thailand,2004,,0.896077275303913,,
THA,Thailand,2005,,0.860087894461849,,
THA,Thailand,2006,,0.83006330336846,,
THA,Thailand,2007,,0.800044180541195,,
THA,Thailand,2008,,0.768156179389423,,
THA,Thailand,2009,,0.73854268159594,,
THA,Thailand,2010,,0.670617338343587,,
THA,Thailand,2011,,0.621807948253872,,
THA,Thailand,2012,,0.619591346751357,,
THA,Thailand,2013,,0.587325698680648,,
THA,Thailand,2014,,0.530129864137193,,
THA,Thailand,2015,,0.460976294059414,,
THA,Thailand,2016,,0.451266062797186,,
THA,Thailand,2017,,0.422963510133952,,
THA,Thailand,2018,,0.302929452489855,,
THA,Thailand,2019,,0.204609851692418,,
THA,Thailand,2020,,0.166540794566251,,
THA,Thailand,2021,,0.119758274714782,,
THA,Thailand,2022,,0.0111485454856964,,
THA,Thailand,2023,,-0.0458651887192549,,
,,2024,,-0.0458651887192549,,
,,2025,,-0.0458651887192549,,
,,2026,,-0.0458651887192549,,
,,2027,,-0.0458651887192549,,
,,2028,,-0.0458651887192549,,
,,2029,,-0.0458651887192549,,
,,2030,,-0.0458651887192549,,
,,2031,,-0.0458651887192549,,
,,2032,,-0.0458651887192549,,
,,2033,,-0.0458651887192549,,
,,2034,,-0.0458651887192549,,
,,2035,,-0.0458651887192549,,
