Year,GDP (current US$),GNI per capita,Industry (% of GDP),Manufacturing (% of GDP),Foreign direct investment (% of GDP),"Population, total",Urban population (% of total),Population growth (annual %),Energy use (kg of oil equivalent per capita),Electric power consumption (kWh per capita),Access to electricity (% of population),Fossil fuel energy consumption (% of total),Individuals using the Internet (% of population),Mobile cellular subscriptions (per 100 people),PM2.5 air pollution (micrograms per cubic meter),CO2 emissions (metric tons per capita),Total greenhouse gas emissions (per capita),Demand (TWh),JanEraMean,FebEraMean,MarEraMean,AprEraMean,MayEraMean,JunEraMean,JulEraMean,AugEraMean,SepEraMean,OctEraMean,NovEraMean,DecEraMean,Country
2024-01-01,526311221883.5084,7247.0946061236,33.27436998865987,25.789010001638946,2.1401916179755176,71958817.87421262,53.46578178887172,-0.0014225238609492097,1964.1788736066987,2513.399821755951,101.71656664225551,79.95066151430274,90.26161957677496,176.40397626960907,29.510651978196563,3.92070135689779,6.178836243829455,220.54104478015853,25.56804424419492,24.99438202349378,28.850448630559793,28.98773618119029,28.81705004582984,28.373259923242394,27.80013803595803,27.54876514305699,27.244947525963585,25.91667981882976,26.15372326767111,22.985858423469512,Thailand
2025-01-01,526351722440.87976,7284.2221417032615,32.95179948078116,25.495515779435475,1.3121005613250212,72054563.16674551,53.77139372831532,-0.04871571250619988,1918.6800737988442,2452.091840205588,98.24493555700381,79.93790565715241,97.0321829359367,180.87430695103953,31.114037484832423,3.7130816829457896,6.033420815289028,219.60394189844308,23.32152352570853,24.86445747621192,26.917125270008484,28.294363900982855,28.75553271695052,27.74422499357663,27.71031839234864,27.51918668133365,27.001503991039527,26.33200687436627,25.377577539314053,24.392664388303633,Thailand
2026-01-01,565332171186.4634,7790.6008966156805,33.088913535832674,25.564206538089355,3.0774021640039604,72083448.62152606,54.11537654186515,-0.10786710995957138,1935.0915058336195,2500.4100388887837,101.39972854772475,79.94592232222237,99.86268688650392,184.0105044178133,30.09588681437308,3.9462067867220427,6.169617246987342,228.6916520882347,25.524688220020096,25.85028769403075,28.385872335740057,28.621303736336255,28.16705493912212,28.401320277828418,27.874042594268644,27.27737532915409,26.869257081467115,26.869802230112725,26.6456338745915,23.368581856337357,Thailand
2027-01-01,538265500424.81104,7622.899480262724,31.729976486913394,24.31916043957985,0.1783136654612587,72057497.79328772,54.480566158705145,-0.1544493003506172,1910.712999975615,2446.1830205417455,99.74981876271114,80.24741956955765,106.49752054964634,175.8695993009571,33.449551076418054,3.785331375984037,6.115625616261544,222.5726221961868,24.542406543453932,26.145366111384636,27.90647181042529,28.91688937384889,28.948951671227263,28.156737224855473,28.271155185050986,27.516307384524556,27.195111632361975,25.694272078095132,25.50744337385129,24.45317378364339,Thailand
2028-01-01,572343600511.7974,7947.204786937196,33.35891145393665,26.045706820484885,3.127206567861184,72129899.58501016,54.76220138840492,-0.15660155741943604,1949.1215432069316,2515.279210050563,99.9085562076443,79.95895524973663,110.65536012232599,180.26498757771233,32.0546892705062,3.856550764129008,6.126032880846665,230.36876735804847,24.703836767712474,25.286980452811356,29.134733217788604,29.218040490874078,29.197927576115276,28.636689896795957,28.159884127845842,27.6331560492457,26.807132045594543,26.614525038203112,25.721716282211883,22.95151363913192,Thailand
2029-01-01,517372298522.95276,7697.604261121165,32.72396027460528,25.357070950669055,0.7869285843230858,72082550.07685296,54.98709699910177,-0.2102043956480668,1877.4972060928644,2391.2061202134796,99.26235122294747,80.11152061536167,112.836838773891,174.0114553964988,32.25061448062901,3.7090627458528407,6.0422587171740405,217.47490533672993,23.909436415052635,24.77581276483143,27.289306679287538,26.589741355533533,27.015895355348096,27.686100841623023,27.86242633671529,27.54637138095887,26.94338682709079,25.337838091712065,25.542336145503825,23.197644579162763,Thailand
2030-01-01,551145488198.235,7926.7123712932125,33.11735973146125,25.580414061224122,3.397795462207439,72063582.81093702,55.58740070191352,-0.25407475484451936,1905.082401315584,2472.887562785577,99.82343002999552,79.74564377252534,115.82926353678914,182.94966398474168,33.682500906527274,3.7538858165811306,6.104217140760128,236.68977353102014,23.64669541596519,25.651655253234594,28.742615616468797,30.545361643913925,29.881278124514395,28.690131065809354,28.41606782266578,27.857278885616708,26.82802362180674,27.374718046957778,25.936495036128452,25.341379622766897,Thailand
2031-01-01,537831924508.6537,7724.1747885906725,32.443767545181984,25.36279779194149,1.2544124572495634,72116855.26656368,55.49598586818869,-0.24902118687121078,1902.535949406281,2423.6150638516297,101.72743204929432,80.22812778020504,114.6725906163648,175.16452365334965,30.67546901077701,3.8189161348805882,6.1676909607747215,224.7383967822838,25.921610641524314,25.621405015518366,28.015371320091457,28.01877007932009,27.857613068066414,28.353894974282703,28.140164520908524,27.59861938178543,27.118965405825392,25.079916504527894,25.605561865552517,21.748199954148976,Thailand
2032-01-01,551261224554.9944,7829.001855029901,32.37807398383707,25.136387010659668,1.658977939266701,72144679.4029636,55.74878980041528,-0.2640016215752423,1873.1820316910234,2434.2585965004787,98.41811450583886,79.83087965279583,118.82040313733407,177.7051166645469,32.746251421709495,3.5915949746038756,6.008501881618195,232.5702549258159,23.079549370264036,24.67095822474534,27.170851338802333,28.929708610146704,29.219076400413396,27.96466326272781,28.2105350191797,27.77467856449294,27.000191911998982,26.796703917210728,25.54974893072201,26.291556803937283,Thailand
2033-01-01,585653848318.8911,8248.510812215918,32.75934659173411,25.57220828210269,4.142871491946265,72157099.49820681,55.601167545102996,-0.2739734399622401,1927.3359427632447,2459.337184484014,101.44960365937948,80.34136957956244,116.40276650508412,181.67624120345238,31.264982680541074,3.94569303716581,6.243295645847232,231.82961784840577,26.57532162379272,26.137276747006226,28.403445714628454,27.643756390792962,27.2171050037811,28.385086522820306,27.90051762552233,27.445026867082905,26.683703912501787,26.035039652853175,26.32725093879958,21.350427872440147,Thailand
