Year,GDP (current US$),GNI per capita,Industry (% of GDP),Manufacturing (% of GDP),Foreign direct investment (% of GDP),"Population, total",Urban population (% of total),Population growth (annual %),Energy use (kg of oil equivalent per capita),Electric power consumption (kWh per capita),Access to electricity (% of population),Fossil fuel energy consumption (% of total),Individuals using the Internet (% of population),Mobile cellular subscriptions (per 100 people),PM2.5 air pollution (micrograms per cubic meter),CO2 emissions (metric tons per capita),Total greenhouse gas emissions (per capita),Demand (TWh),Country
2024-01-01,390488048850.48267,3657.0612284518356,34.73870155069239,23.4261206679786,4.209282622428445,99786764.18745777,39.53186950911215,0.8034263507196173,658.1100707604747,1426.5618453817742,99.94018054148995,69.09939564220221,72.11418909234122,126.41951113863269,19.91038295912864,4.44547949783542,5.949008753564135,279.0667082795238,Vietnam
2025-01-01,346873239540.98987,3166.6813492948913,35.452461146111276,25.091093763136843,4.5481439428649715,99969911.67681804,39.07386282506739,1.0556149923893496,648.555514767501,1393.950363521718,100.16376144106606,68.23579756470839,75.55618963107148,112.66945292751095,19.358508590945316,4.221432441043743,5.703345713820917,272.1926934576197,Vietnam
2026-01-01,405787336567.373,3777.772754658845,40.85560606508242,27.561426734552544,5.052015855454418,101213583.0070413,39.25468580790965,0.9610619093230917,644.2721776540595,1359.0863017619583,100.1904411190407,68.54989657600414,93.48929396582648,128.31204838752998,20.945351109143587,3.074829744449829,4.554251833614281,282.1840671699864,Vietnam
2027-01-01,536421840054.42725,5185.43520123043,43.730398723043166,26.75408997501095,4.995487599922047,102419645.44430073,40.649844363952184,0.40120683792231127,654.659048199861,1372.0927385797154,99.83584466366943,70.29939706008693,102.64821826108238,163.30905713856833,23.214483790325325,3.019735612811448,4.526764376401954,314.2315966405662,Vietnam
2028-01-01,530945299642.51587,5155.593956270648,36.45280829684787,22.14640724054964,3.947999726664147,101660917.75835268,41.73761490564799,0.1289567276248964,668.6154499820494,1429.0321208241864,99.4169066679746,70.80003986548283,80.56285545520805,162.8355558657676,22.625922298844202,5.301132519425674,6.8340084042717795,329.1563778250241,Vietnam
2029-01-01,315012431820.4328,2816.654654654274,27.160206307737113,20.89150614005581,3.2711803471949494,99699410.47964202,40.48942592619938,0.8598149064929768,659.5024406060511,1425.995558748993,99.76510670281831,67.99622372833849,51.21466367113188,97.18554977923691,18.28490383715096,6.901506385300097,8.394057581243716,290.76206042870547,Vietnam
2030-01-01,208840637580.64633,1570.3841661787553,34.337346093381804,28.202187793357034,4.495630033591867,100291853.86101781,38.332015764612024,1.7218418643308329,630.0211676439499,1313.188633576995,100.83648598426458,65.30511070035949,74.2005367248266,58.93004810698931,16.876051113609037,3.8903541345132133,5.310206502866601,246.8952406733756,Vietnam
2031-01-01,535028272259.5989,4993.374435376033,54.960908710842425,34.84784045682793,6.317568916786945,104378421.05960773,39.611891498027106,0.9256840351223758,627.4297139864595,1242.2797463306092,100.87332334953659,68.40868372219262,139.8611980557744,146.2874163601014,23.483650091906284,-0.7158293039782215,1.396535,292.4150078837983,Vietnam
2032-01-01,923796944878.9122,9275.852726724494,54.68429995642841,26.01254396743429,5.308815722361849,105958557.3877301,44.40416409715425,-1.066966874023136,675.339447279777,1390.3360612174458,99.03165359630454,74.75867700992701,139.95574936062997,264.83968816526686,29.885497627458534,1.8603338678466916,3.458089677103999,400.0744145036362,Vietnam
2033-01-01,582169813744.5205,5789.961999823774,18.197929289402733,9.143028574838155,1.5648892518045292,99807720.7756767,45.14964149461283,-0.8446817186003228,706.0139263037116,1595.6882639714263,97.79679169456523,72.93080324372451,25.000106090340257,179.67910368407678,22.147254735584074,11.625600951563808,13.255507427394187,387.1920845507121,Vietnam
2034-01-01,-307866013204.8828,-3852.5102859801837,-2.989170644148075,14.79572370404629,1.1976239438888214,93468955.27558449,37.19426191254924,2.811916359253494,637.8922595058393,1450.4529558468937,100.25656173029792,60.53374824118413,-43.05081933270016,-80.81492538003046,6.297902755110895,12.993060771308931,14.38420776412143,192.03270875057711,Vietnam
2035-01-01,-233769068573.43057,-3434.764731216059,49.066066583418156,48.14752188925682,7.631192578624877,100705675.21009184,31.206232808259564,4.593857994814553,542.1766556682145,992.0344224070005,103.89365382184363,56.34990856478042,120.55977806499855,-85.64689565697712,10.65906330166815,-3.409763552478915,1.396535,100.58196015159294,Vietnam
