Year,Forecast,Lower_Bound,Upper_Bound
2024-12-31,7.671202021823989,7.401301500255616,7.94826519602827
2025-12-31,7.489719648937768,7.2296705055319554,7.768059968245747
2026-12-31,7.234228125522044,6.938555289321621,7.5250424646514755
2027-12-31,6.905175359697163,6.59910824816507,7.194675171277399
2028-12-31,7.666445048898421,7.3562667937123365,7.995428732390229
2029-12-31,7.48496267601036,7.1704467012182596,7.790793388247703
2030-12-31,7.22947115259576,6.918340002347213,7.556753234434753
2031-12-31,6.900418386765201,6.545320255860895,7.3101432810205145
2032-12-31,7.66168807597094,7.29156086118801,8.06621406228142
2033-12-31,7.480205703086968,7.043847578157075,7.914891963382279
2034-12-31,7.224714179666444,6.742539605692328,7.689210998723687
